,MntWines,MntFruits,MntMeatProducts,MntFishProducts,kmeans_pca,hc_pca,dbscan_pca
207,-0.6586524794332062,-0.5026177523279918,0.07286731498984957,-0.27319355812622537,0,1,1
208,-1.7095515267732027,-0.2276176406558622,-0.08655967708302924,-0.02035856701547879,0,1,1
209,2.543556175486088,2.8629501719024537,0.6667498227151846,0.06495764139714633,3,0,4
210,-0.7228202789757786,-0.723223625689987,0.024369912285792134,-0.5661401304796774,0,1,1
211,1.1084956215340387,-0.3512302665695076,-1.114687431120951,1.5361226501216971,1,0,2
212,-1.4374838945700636,0.14899610900700444,-0.28614688426535434,0.030074475361313205,0,1,1
213,-0.7083665145329519,0.6590385254899698,-0.06620017187272512,0.1738269512218832,0,1,1
214,2.9182357437552717,-1.477479082313357,-0.007159277344687004,-0.02680373525026845,2,2,0
215,-0.23674430524806386,0.5178945390992784,0.7485667122283048,0.06315010410997593,3,0,4
216,-1.7815070545970144,-0.3355327482980947,-0.06417250822273576,-0.03548123780284645,0,1,1
217,1.293976247716352,1.0524878845696501,-1.9653999358634284,0.5975148237106456,1,0,2
218,-1.0689250878071987,0.6066581794641472,0.5818735010606316,-0.03034674649364022,0,1,1
219,0.7079257061940213,0.8235613362849152,-0.7174151430070279,0.23496109354058844,1,0,2
220,-1.2476051268164794,-0.38060073888099827,0.20134362379018392,-0.28631666818286305,0,1,1
221,0.7751909840659118,-0.24670462194176437,-1.2467547704235982,-0.2766769745565961,1,0,2
222,-0.6152724987114582,0.5967982073021214,-0.8306141572468029,-0.12951559859743,0,1,1
223,-1.5483854772238919,-0.06699463683269448,-0.27551780006603077,0.013500051120949475,0,1,1
224,0.6676073971542031,1.872503342677806,-0.30588670797755224,0.041081259697865226,3,0,4
225,-1.351704296359134,0.2506900737012692,0.29525549362252607,0.017445801777957598,0,1,1
226,0.05041207824597657,1.8773619656539144,2.0185934332968043,0.16967914340591295,3,0,4
227,0.2746571150364684,1.8747173144853204,-0.19560366620810113,-0.1158526096770616,3,0,4
228,2.597195637118874,-0.15063223745882426,-1.9489500309963408,-0.6773202889062537,1,0,2
229,-1.752320330809477,-0.38355712301649775,-0.06813959386554792,-0.0689700006852305,0,1,1
230,-0.7726125593128064,0.25973925289514144,-0.04003594025127147,0.1340206185300669,0,1,1
231,3.4883142962117475,-1.1058588331806187,-0.6941701673656412,1.2326579455151914,2,2,0
232,-1.697101660003459,-0.38768999491490425,-0.015812668806531753,-0.013488587413778537,0,1,1
233,-1.6818183163055733,-0.3924264993145991,0.015672581153585118,-0.11459235119068535,0,1,1
234,0.47354328685132807,0.6595737916532131,-1.1590723518178272,-0.4039335957670181,1,0,2
235,-1.4005793615048536,-0.3234984588790893,0.24560002987715043,-0.023515340003788538,0,1,1
236,-1.7748579791358368,-0.3245493541555983,-0.07271549244811423,-0.0329613979660685,0,1,1
237,-0.5059876170175595,0.08744134274770089,-0.635970558698698,0.5877378272651653,0,1,1
238,-1.4531268206124244,-0.30645705574572335,0.24821173788213788,0.006244706045239994,0,1,1
239,-1.7211536435349208,-0.36904767505975583,-0.031299359864829596,-0.07061063799351547,0,1,1
240,4.600405507840671,-1.3445093610409284,-1.7583233282925124,1.2975849970671278,2,2,-1
241,2.4945908444549136,-1.726043141719134,-0.008818189402956648,0.6753895717386719,2,2,0
242,-1.736410574460509,-0.3593884885938358,-0.06503857194672,-0.03836313162891913,0,1,1
243,4.503527120126009,0.02442939830853541,1.6105422940809857,-2.753659539472235,2,2,-1
244,0.6017024495818304,2.389355133532717,0.7897698071992962,0.7385325543609093,3,0,4
245,-1.7806826949221926,-0.3371659678118859,-0.06465240863015184,-0.0368382701398639,0,1,1
246,1.5987547688399129,2.0467728803465883,-0.9016625262020582,-0.43876963317806456,1,0,2
247,1.9484592835351482,0.7900002630002246,-0.1673492135478488,-0.9184869479263822,1,0,2
248,4.797681006281589,0.8336213998444284,0.38856398081381593,-1.8475655929423436,2,2,-1
249,2.852202252191163,0.1096794948982588,-0.1500773107875078,0.2427743885690234,2,2,0
250,-1.5671859344244075,-0.2684191874973868,0.08321617259423772,-0.09458372489854427,0,1,1
251,-1.6675246358567235,-0.2938529508369006,0.09589538065734134,-0.03564485859531583,0,1,1
252,3.811903631301894,-1.472376923003109,1.6032617797400714,1.2019201847089518,2,2,-1
253,-0.6150717533339531,-0.7163098171581856,0.31669222431759203,-0.3009109839175158,0,1,1
254,0.8821872188178433,0.338337943592834,-1.0102069800787878,0.21089060753780364,1,0,2
255,-1.7604787480012543,-0.312776575306603,-0.08887340112007622,-0.034189794252842014,0,1,1
256,0.006801239111865483,1.2096549827494039,-1.196903914113708,0.13859799626835578,1,0,2
257,-0.5833460003295522,-0.6241699268573433,-0.08075434480513592,-0.0902650589768171,0,1,1
258,-1.541708872344087,-0.3857006544455214,0.10649841403886655,-0.006130202457590025,0,1,1
259,-1.7760771062270388,-0.32721687728354937,-0.04837370616774142,-0.035802888101447494,0,1,1
260,-1.6231443493855249,-0.298448425384396,0.13301777946968782,-0.024714617532363283,0,1,1
261,-0.09174742073249904,0.5231992151919455,-0.792285317308756,-0.520701086266636,1,0,2
262,-1.1111571398051712,-0.24026888814910569,-0.23779224897292878,0.09839632793147268,0,1,1
263,-1.7124337602540423,-0.33003023508773177,0.0034530062438381673,-0.037080696643465486,0,1,1
264,-1.2788330033689104,0.12151675384743861,-0.1402454619549743,-0.024263105345977278,0,1,1
265,-1.4979344733496567,-0.16494466446320707,0.15751691788124664,-0.06412081111097331,0,1,1
266,4.483614180686174,0.48529321809593645,2.6890555499349307,-0.4321444858553539,2,2,-1
267,-1.1731892535744077,0.45329785747027646,0.7674848662580078,-0.03350845215076588,0,1,1
268,3.348669324499875,-1.635728276334277,1.4802184474484739,1.122316387743001,2,2,-1
269,-1.4636655386834334,-0.25320907368120754,0.2325733253953641,-0.12571323058026926,0,1,1
270,2.955738613262221,1.0981322361429022,0.3768637562793687,0.33745535985360803,2,2,0
271,-1.5505188687885967,-0.40652646158258415,-0.008469662730470404,0.02750906070080334,0,1,1
272,-1.38724236696488,0.028125202104637155,-0.17149080768994415,0.005849135878340807,0,1,1
273,-1.5841139294935809,-0.4239264970103855,-0.011430210200270286,0.034287128084903244,0,1,1
274,-1.4695313248310264,-0.32945476487487096,-0.00472641542966153,-0.0032708490605823696,0,1,1
275,-0.4989762438540559,0.5537222364645791,-0.9672720411439054,0.4424320122356201,0,1,1
276,3.42167610495159,-1.0372233776019317,2.230589397154389,-0.6330920746996872,2,2,-1
277,2.258730674887705,-2.299712463143768,0.021795696512253833,-2.285314642608199,2,0,5
278,1.3421330445022601,-0.7170126095902563,-0.29852953714978603,1.9881242277646611,1,0,2
279,0.3385560136347466,1.846319026410813,0.8190888204847863,0.02370521447730446,3,0,4
280,-0.9907829380395123,-0.7233714809340616,0.3003996621267288,0.10598714095371908,0,1,1
281,0.05041207824597657,1.8773619656539144,2.0185934332968043,0.16967914340591295,3,0,4
282,-0.07636076525279062,-0.8580997609268933,0.4981095638931928,-0.5527850876554101,0,1,1
283,-0.47409243143615404,0.4031240458208858,0.39730199401238153,0.039552447085090085,0,1,1
284,-1.7451861342871848,-0.2888225705158482,-0.06297111982700654,-0.03315320162552555,0,1,1
285,-1.475102947649466,-0.2518904777071666,0.20231214145548856,-0.035316666166038506,0,1,1
286,2.475331321168917,-1.3116957787362054,0.7662607811101493,-0.46701677050871193,2,2,0
287,1.7645425984590881,0.005662305259743157,1.3417509821646318,1.5492239654837103,3,0,-1
288,4.652295421494947,-2.967246289912905,-0.3546051081029189,-0.46317449750926076,2,2,-1
289,-0.9491074929109399,0.5451104996922349,0.19084120906395988,0.002980440531323293,0,1,1
290,-1.542235499567649,-0.34242440287698955,0.10537676535118824,0.07779128147054086,0,1,1
291,-1.3235973731795048,-0.3211977184998899,0.03734617682144353,-0.006556353411122408,0,1,1
292,4.830719004388672,0.8035814568750612,1.4354024394587785,-2.2851473887476677,2,2,-1
293,-1.4611729961897935,-0.36194813772541035,0.13183212292416,-0.16501255770375628,0,1,1
294,-1.6894049247172234,-0.31519143772897107,0.049891932394981936,0.032618902230559854,0,1,1
295,0.11490491128106399,2.206534455956964,-1.3817682556481394,0.6703722400885452,1,0,2
296,-1.6306418442138702,-0.35734845891029327,0.06039364702659081,-0.04490793417169303,0,1,1
297,-1.550232319390659,-0.20535994706948535,-0.0047669573606436266,0.01014266825002989,0,1,1
298,0.5807526710956467,-0.14133580703544815,-0.34321638823254874,0.5041523247764433,1,0,2
299,-0.5379843347983024,1.4687607388323387,-0.8435094724190992,0.22800419664194493,1,0,2
300,-1.6441172008934346,-0.22735797528349855,0.022518001943241977,-0.0017787800366825533,0,1,1
301,-0.45594921603750044,0.6661026983707564,-0.60376622988569,-0.21066408470621725,0,1,1
